Under 30,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Charges,Total Revenue,Satisfaction Score,Churn Label
No,Yes,0,1,11,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,825.7,1063.08,1,Yes
No,Yes,0,1,58,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,5885.4,6188.98,2,Yes
No,Yes,0,1,14,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1259.0,1449.96,2,Yes
No,Yes,0,1,12,None,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,309.1,309.1,1,Yes
No,Yes,0,1,25,None,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2257.75,2873.75,2,Yes
No,Yes,0,3,1,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.7,58.5,1,Yes
Yes,Yes,0,1,2,None,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.1,97.1,3,Yes
No,No,0,0,23,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1710.45,2372.85,3,Yes
No,No,0,0,57,None,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5464.65,6465.0,1,Yes
Yes,No,0,0,24,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,2165.05,2836.33,3,Yes
No,Yes,0,1,49,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,4941.8,6233.93,3,Yes
Yes,No,0,0,5,None,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,223.15,333.20000000000005,2,Yes
No,No,0,0,2,None,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,181.1,244.04,1,Yes
No,No,0,0,4,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,341.45,471.28999999999996,2,Yes
No,No,0,0,5,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,357.75,592.15,2,Yes
Yes,Yes,0,1,47,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4533.7,4668.59,1,Yes
No,No,0,0,10,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,830.85,1007.35,2,Yes
Yes,No,0,0,1,None,No,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,85.24,1,Yes
No,Yes,0,4,67,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,7040.85,7588.91,2,Yes
No,Yes,0,1,67,Offer A,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,6056.15,8116.4,1,Yes
Yes,Yes,0,1,15,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1390.6,1574.6499999999999,1,Yes
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.2,33.47,1,Yes
No,Yes,0,1,26,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2361.8,2761.42,1,Yes
No,No,0,0,22,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1730.35,2152.5299999999997,1,Yes
Yes,Yes,0,1,47,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,4065.0,5029.38,1,Yes
Yes,No,0,0,2,None,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.55,156.20999999999998,1,Yes
Yes,Yes,0,1,22,None,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1742.75,2031.17,1,Yes
No,Yes,0,1,7,None,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,340.25,376.15999999999997,2,Yes
Yes,No,0,0,1,None,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,102.27,2,Yes
No,No,0,0,49,Offer B,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2934.3,4691.93,1,Yes
No,No,0,0,1,None,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71.35,111.75,3,Yes
No,No,0,0,1,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,41.739999999999995,3,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.75,97.72,2,Yes
No,Yes,0,1,17,None,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1400.85,1683.2199999999998,1,Yes
No,No,0,0,4,Offer E,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,137.85,137.85,2,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,83.08,3,Yes
No,No,0,0,1,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.3,44.92,2,Yes
No,Yes,0,1,37,None,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3754.6,4870.52,1,Yes
No,Yes,0,0,8,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,627.4,838.68,1,Yes
No,No,0,0,3,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,242.0,295.61,3,Yes
No,No,0,0,1,Offer E,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.35,79.74000000000001,3,Yes
No,Yes,0,1,5,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,100.4,1,Yes
No,Yes,0,1,40,Offer B,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,1716.45,1716.45,1,Yes
No,No,0,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,114.74,3,Yes
Yes,No,0,0,51,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,4837.6,7120.870000000001,3,Yes
No,Yes,0,1,33,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,2745.7,3218.9199999999996,2,Yes
Yes,Yes,0,1,30,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2624.25,2768.85,2,Yes
Yes,No,0,0,2,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,184.1,251.88,3,Yes
No,No,0,0,2,Offer E,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,160.75,209.37,1,Yes
No,No,0,0,30,Offer C,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,2555.9,2836.1,2,Yes
No,Yes,2,1,24,Offer C,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1338.15,1752.63,1,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,128.47,2,Yes
No,Yes,0,0,67,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7482.1,9441.18,3,Yes
No,Yes,0,1,7,Offer E,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,587.1,899.72,2,Yes
No,No,0,0,14,None,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1180.95,1601.15,2,Yes
No,No,0,0,28,Offer C,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2625.55,3473.3900000000003,1,Yes
No,No,0,0,10,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,740.0,1012.8,1,Yes
No,No,0,0,34,Offer C,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,2088.75,3258.6899999999996,2,Yes
No,Yes,0,1,1,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.45,128.33,1,Yes
No,No,0,0,3,Offer E,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,217.55,339.56,3,Yes
No,No,0,0,2,Offer E,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,146.05,255.63,2,Yes
Yes,No,0,0,6,Offer E,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,567.45,689.01,1,Yes
No,No,0,0,12,None,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,1384.75,1582.15,2,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,110.71000000000001,1,Yes
Yes,Yes,0,1,23,None,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2331.3,3204.15,1,Yes
No,Yes,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,110.94,3,Yes
No,No,0,0,65,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,6941.2,7689.599999999999,2,Yes
No,No,0,0,16,None,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1043.35,1802.55,1,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,88.82,1,Yes
Yes,Yes,0,1,53,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,5029.2,6684.92,1,Yes
No,Yes,0,1,13,None,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,633.4,633.4,2,Yes
No,No,0,0,4,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,321.65,504.92999999999995,1,Yes
No,No,0,0,12,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1253.9,1556.18,2,Yes
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,25.15,1,Yes
Yes,Yes,0,1,54,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,5893.15,6010.87,1,Yes
Yes,Yes,0,1,48,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,5037.55,5342.83,1,Yes
No,No,0,0,2,Offer E,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.45,119.91,1,Yes
No,No,0,0,29,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2933.2,3737.95,1,Yes
No,Yes,0,1,17,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1214.05,1446.61,1,Yes
No,No,1,0,1,Offer E,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,45.95,92.12,1,Yes
No,No,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,118.89,2,Yes
No,Yes,0,4,35,Offer C,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2416.55,2861.6000000000004,3,Yes
Yes,Yes,0,1,33,Offer C,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,3467.0,4840.13,2,Yes
Yes,No,0,0,1,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.35,102.61,1,Yes
Yes,Yes,0,1,8,Offer E,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,777.3,1087.94,1,Yes
No,No,0,0,5,Offer E,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,512.45,673.0500000000001,2,Yes
Yes,Yes,0,1,2,Offer E,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,141.45,160.97,2,Yes
No,Yes,0,1,42,Offer B,No,Yes,Cable,No,Yes,No,Yes,No,No,No,No,One Year,No,Mailed Check,1445.3,1495.3,2,Yes
No,No,0,0,57,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,6465.0,9250.02,1,Yes
No,No,0,0,1,Offer E,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.9,35.9,1,Yes
No,No,0,0,38,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3777.15,4965.41,1,Yes
Yes,No,0,0,8,Offer E,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,847.3,1004.74,1,Yes
No,No,0,0,18,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,1527.35,1773.05,1,Yes
No,Yes,0,1,28,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2847.4,3116.76,1,Yes
No,No,0,0,5,Offer E,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,461.7,512.25,3,Yes
No,No,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,114.85000000000001,3,Yes
No,No,0,0,1,None,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.25,35.25,2,Yes
Yes,Yes,0,4,4,None,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,201.0,201.0,2,Yes
No,Yes,0,1,53,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,5149.5,7361.72,2,Yes
No,No,0,0,14,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1072.0,1088.66,1,Yes
No,No,0,0,31,Offer C,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1715.65,1773.0800000000002,3,Yes
Yes,Yes,0,1,13,None,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,706.85,706.85,1,Yes
No,No,0,0,35,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,2636.05,3512.4500000000003,3,Yes
No,No,0,0,2,None,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,189.2,273.52,1,Yes
Yes,No,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.25,96.05,1,Yes
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.4,22.54,2,Yes
No,No,0,0,9,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,803.3,1070.6,2,Yes
No,No,0,0,8,None,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,679.3,970.42,1,Yes
No,No,0,0,25,Offer C,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,676.35,815.6,3,Yes
No,No,0,0,13,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,1230.25,1313.93,1,Yes
No,No,0,0,46,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4154.8,4880.68,1,Yes
No,No,0,0,18,None,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1425.45,1650.45,1,Yes
No,Yes,0,1,60,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5742.9,7856.099999999999,2,Yes
No,Yes,0,1,30,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2866.45,3181.45,3,Yes
No,No,0,0,1,None,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,54.75,67.76,3,Yes
No,No,0,0,1,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,95.77,1,Yes
No,Yes,6,2,7,None,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,279.25,279.25,1,Yes
No,Yes,0,1,61,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,6281.45,9069.15,1,Yes
No,No,2,0,39,None,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,1131.3,1281.3,3,Yes
No,Yes,0,1,10,Offer D,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,738.2,1055.4,3,Yes
Yes,No,0,0,1,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.2,81.43,3,Yes
No,Yes,0,1,67,Offer A,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,6341.45,8414.43,1,Yes
No,Yes,1,5,6,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,260.8,556.0,2,Yes
Yes,No,0,0,1,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,24.96,2,Yes
Yes,No,0,0,2,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,140.7,212.82,1,Yes
Yes,Yes,0,1,1,Offer E,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,122.63,3,Yes
Yes,No,0,0,52,None,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5426.85,7989.93,2,Yes
No,No,0,0,22,Offer D,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1127.35,1287.51,1,Yes
No,Yes,0,1,47,None,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4045.65,6125.87,2,Yes
No,No,0,0,33,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2757.85,3467.42,2,Yes
No,No,0,0,18,Offer D,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,600.0,600.0,2,Yes
No,No,0,0,24,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2238.5,3018.26,1,Yes
Yes,Yes,0,0,1,Offer E,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,113.81,3,Yes
No,No,0,0,4,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,365.65,512.6899999999999,1,Yes
Yes,No,0,0,2,Offer E,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.35,90.35,3,Yes
No,No,3,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,31.66,3,Yes
No,No,0,0,19,Offer D,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1789.25,2533.7799999999997,3,Yes
No,No,0,0,22,Offer D,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2317.1,2544.3599999999997,1,Yes
No,No,0,0,4,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,266.9,317.21999999999997,1,Yes
Yes,Yes,0,8,4,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,301.4,495.96,1,Yes
No,No,0,0,4,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,206.6,328.36,1,Yes
No,No,0,0,7,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,604.7,886.94,1,Yes
No,Yes,0,1,5,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,412.1,427.90000000000003,2,Yes
No,No,0,0,1,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.1,96.59,2,Yes
Yes,Yes,0,1,2,Offer E,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,151.8,192.8,1,Yes
Yes,No,0,0,3,Offer E,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,293.65,391.92999999999995,3,Yes
No,Yes,0,1,28,None,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,2598.95,3111.6299999999997,3,Yes
No,No,0,0,15,Offer D,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,765.5,832.75,2,Yes
No,No,0,0,5,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,462.8,663.55,3,Yes
No,No,0,0,2,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,169.8,197.94,2,Yes
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.4,70.93,2,Yes
No,No,0,0,4,Offer E,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,174.3,184.3,2,Yes
No,Yes,3,1,31,None,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1077.5,1077.5,1,Yes
No,No,0,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.65,127.98,2,Yes
Yes,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.95,61.42999999999999,1,Yes
No,No,0,0,15,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,297.3,894.9000000000001,2,Yes
No,Yes,0,1,17,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1515.1,1816.1699999999998,3,Yes
Yes,No,0,0,9,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,758.6,1200.8600000000001,2,Yes
No,No,0,0,25,None,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,1863.8,1898.05,1,Yes
No,No,0,0,4,Offer E,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,396.3,418.82,1,Yes
No,No,0,0,50,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5551.15,6936.15,1,Yes
